Codigo;Categoria;Producto;Fabricante;Nro. de Parte;Moneda;Precio sin IVA;%IVA;Imp. Int.;Precio Final U$D;Stock
0416303;Fans. Coolers;Water Cooling Thermaltake TH240 V2 ARGB Sync AIO 240mm Snow White (9234);THERMALTAKE;CL-W364-PL12SW-A;US$;84.94;10.5;0;93.86;Stock Bajo
0417012;Fans. Coolers;Water Cooling Thermaltake TH280 V2 ARGB Sync AIO 280mm Black (7919);THERMALTAKE;CL-W375-PL14SW-A;US$;98.69;10.5;0;109.05;Stock Bajo
0416300;Fans. Coolers;Water Cooling Thermaltake TH360 V2 ARGB Sync AIO 360mm Black (7902);THERMALTAKE;CL-W362-PL12SW-A;US$;109.76;10.5;0;121.28;Stock Bajo
0416301;Fans. Coolers;Water Cooling Thermaltake TH420 V2 ARGB Sync AIO 420mm Black (7926);THERMALTAKE;CL-W376-PL14SW-A;US$;126.89;10.5;0;140.21;Stock Bajo
0416962;Gabinetes y fuentes;Fuente Corsair RM1000e 1000W Cybenetics Gold Full Modular PCIe 5.1 / ATX 3.1 Black (1280);Corsair;CP-9020297-AR;US$;146.63;21;0;177.42;
0416149;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM1000x Shift 1000W 80 Plus Gold Full Modular PCIe 5.1 / ATX 3.1 Black (3851);Corsair;CP-9020253-AR;US$;177.51;21;0;214.79;
0416456;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM1000x Shift 1000W 80 Plus Gold Full Modular PCIe 5.1 / ATX 3.1 White (8336);Corsair;CP-9020275-AR;US$;184.95;21;0;223.79;Stock Bajo
0416963;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM1200x Shift 1200W 80 Plus Gold Full Modular PCIe 5.1 / ATX 3.1 Black (4001);Corsair;CP-9020254-AR;US$;193.29;21;0;233.88;Stock Bajo
0416959;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM650e 650W Cybenetics Gold Full Modular PCIe 5.1 / ATX 3.1 Black (5698);Corsair;CP-9020302-AR;US$;76.05;21;0;92.02;
0416147;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM750x Shift 750W 80 Plus Gold Full Modular PCIe 5.1 / ATX 3.1 Black (3554);Corsair;CP-9020251-AR;US$;109.95;21;0;133.04;
0416449;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM750x Shift 750W 80 Plus Gold Full Modular PCIe 5.1 / ATX 3.1 White (7964);Corsair;CP-9020273-AR;US$;117.95;21;0;142.72;Stock Bajo
0416961;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM850e 850W Cybenetics Gold Full Modular PCIe 5.1 / ATX 3.1 Black (1167);Corsair;CP-9020296-AR;US$;96.4;21;0;116.64;
0416148;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM850x Shift 850W 80 Plus Gold Full Modular PCIe 5.1 / ATX 3.1 Black (3707);Corsair;CP-9020252-AR;US$;134.73;21;0;163.02;
0416450;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Corsair RM850x Shift 850W 80 Plus Gold Full Modular PCIe 5.1 / ATX 3.1 White (8152);Corsair;CP-9020274-AR;US$;143.06;21;0;173.1;
0415693;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Gigabyte 1000W 80 Plus Gold Ultradurable Full Modular (2503);Gigabyte;GP-UD1000GM;US$;101.95;21;0;123.36;
0415691;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Gigabyte 750W 80 Plus Gold Ultradurable Full Modular (2763);Gigabyte;GP-UD750GM;US$;80.36;21;0;97.24;
0415692;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Gigabyte 850W 80 Plus Gold Ultradurable Full Modular (2633);Gigabyte;GP-UD850GM;US$;92.36;21;0;111.76;
0416992;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Gigabyte 850W 80 Plus Gold Ultradurable Full Modular PCIe 5.0 White (3494);Gigabyte;GP-UD850GM PG5W;US$;100.06;21;0;121.07;
0416461;Gabinetes y fuentes /Fuentes de Alimentación;Fuente MSI MAG A750GL 750W 80 Plus Gold Full Modular PCIE 5.1 / ATX 3.1 (4284);MSI;MAG A750GL PCIE5;US$;73.41;21;0;88.83;
0416462;Gabinetes y fuentes /Fuentes de Alimentación;Fuente MSI MAG A850GL 850W 80 Plus Gold Full Modular PCIE 5.1 / ATX 3.1 (4253);MSI;MAG A850GL PCIE5;US$;85.81;21;0;103.83;
0416463;Gabinetes y fuentes /Fuentes de Alimentación;Fuente MSI MPG A1000G 1000W 80 Plus Gold Full Modular PCIE 5.1 / ATX 3.1 (2196);MSI;MPG A1000G PCIE5;US$;108.94;21;0;131.82;
0416278;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Thermaltake Smart BX3 650W 80 Plus Bronze No Modular (3055);THERMALTAKE;SPD-0650AH2NLB-3;US$;52.37;21;0;63.37;Stock Bajo
0416277;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Thermaltake Smart BX3 750W 80 Plus Bronze No Modular (3154);THERMALTAKE;SPD-0750AH2NLB-3;US$;59.09;21;0;71.5;
0416274;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Thermaltake Toughpower GF A3 1050W 80 Plus Gold Modular PCIe 5.0 (7629);THERMALTAKE;TTP-1050AH2FKG;US$;135.94;21;0;164.49;
0416273;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Thermaltake Toughpower GF A3 1200W 80 Plus Gold Modular PCIe 5.0 (8183);THERMALTAKE;TTP-1200AH2FKG;US$;154.78;21;0;187.28;
0416276;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Thermaltake Toughpower GF A3 750W 80 Plus Gold Modular PCIe 5.0 (7421);THERMALTAKE;TTP-750AH2FKG;US$;99.21;21;0;120.04;
0416275;Gabinetes y fuentes /Fuentes de Alimentación;Fuente Thermaltake Toughpower GF A3 850W 80 Plus Gold Modular PCIe 5.0 (7520);THERMALTAKE;TTP-850AH2FKG;US$;114.5;21;0;138.55;
0416797;Gabinetes y fuentes /Gabinetes con Fuente;Gabinete TT H16 Micro Tower TG Fan ARGB x3 Black c/Fuente 650W 80 Plus Bronze;THERMALTAKE;CA-3Y8-65S1WG-00;US$;85.1;10.5;0;94.04;
0416798;Gabinetes y fuentes /Gabinetes con Fuente;Gabinete TT H16 Micro Tower TG Fan ARGB x3 Snow White c/Fuente 650W 80 Plus Bronze;THERMALTAKE;CA-3Y8-65S6WG-00;US$;85.1;10.5;0;94.04;Stock Bajo
0416799;Gabinetes y fuentes /Gabinetes con Fuente;Gabinete TT H390 Mid-Tower TG Fan ARGB x4 Black c/Fuente 750W 80 Plus Bronze;THERMALTAKE;CA-3Y9-75S1WG-00;US$;104.84;10.5;0;115.85;
0416800;Gabinetes y fuentes /Gabinetes con Fuente;Gabinete TT H390 Mid-Tower TG Fan ARGB x4 Snow White c/Fuente 750W 80 Plus Bronze;THERMALTAKE;CA-3Y9-75S6WG-00;US$;104.84;10.5;0;115.85;Stock Bajo
0415820;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete Corsair 2500X TG Mid-Tower Dual Chamber Black (4962);Corsair;CC-9011265-WW;US$;130.28;10.5;0;143.96;
0415821;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete Corsair 2500X TG Mid-Tower Dual Chamber White (4979);Corsair;CC-9011266-WW;US$;130.28;10.5;0;143.96;Stock Bajo
0414703;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete MSI MAG FORGE M100A Acrilico Mid-Tower Fan RGB x4 (2237);MSI;MAG FORGE M100A;US$;49.94;10.5;0;55.18;
0416725;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete MSI MAG PANO M100R PZ Micro ATX TG x2 ARGB Fan x4 Black (6471);MSI;MAG PANO M100R PZ;US$;91.59;10.5;0;101.21;
0416524;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete Raptor Blaze Force TG Mid-Tower RGB Fan x1 w/button control (6719);Raptor;6X21-Blaze Force;US$;29.56;10.5;0;32.66;
0417245;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete Raptor Nova Prime TG x2 Mid-Tower RGB Fan x3 Black;Raptor;AR51-Nova Prime;US$;29.36;10.5;0;32.44;
0416525;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete Raptor Sentinel TG Mid-Tower RGB Fan x4 w/button control (6718);Raptor;HQ12-Sentinel;US$;33.76;10.5;0;37.3;
0417243;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete Raptor Thunder Strike TG x2 Mid-Tower RGB Fan x1 Black;Raptor;MR19-Thunder Strike Black;US$;31.09;10.5;0;34.35;
0417244;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete Raptor Thunder Strike TG x2 Mid-Tower RGB Fan x1 White;Raptor;MR19-Thunder Strike White;US$;31.09;10.5;0;34.35;
0416523;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete Raptor Vortex TG Mid-Tower RGB Back Fan x1 + Led Front w/button control (6710);Raptor;EQS1-Vortex;US$;23.08;10.5;0;25.5;
0416804;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete TT CTE E660 MX Mid-Tower TG x2 Hydrangea Blue (4427);THERMALTAKE;CA-1Y3-00MFWN-01;US$;182.57;10.5;0;201.74;Stock Bajo
0416786;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete TT CTE E660 MX Mid-Tower TG x2 Racing Green (5233);THERMALTAKE;CA-1Y3-00MCWN-01;US$;185;10.5;0;204.43;Stock Bajo
0413073;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete TT S100 Mid-Tower TG Fan x1 Black (5084);THERMALTAKE;CA-1Q9-00S1WN-00;US$;41.92;10.5;0;46.32;Stock Bajo
0416690;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete TT S200 Mid-Tower TG Fan ARGB x4 Black (7742);THERMALTAKE;CA-1X2-00M1WN-01;US$;57.34;10.5;0;63.36;Stock Bajo
0417377;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete TT S200 Mid-Tower TG Fan ARGB x4 Snow (7759);THERMALTAKE;CA-1X2-00M6WN-01;US$;57.37;10.5;0;63.39;
0416286;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete TT The Tower 300 Mid-Tower TG x3 Fan x2 Black (1051);THERMALTAKE;CA-1Y4-00S1WN-00;US$;128.98;10.5;0;142.52;Stock Bajo
0416684;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete TT View 170 Micro Chassis TG x2 Fan ARGB x3 Snow White (5349);THERMALTAKE;CA-1Z4-00M6WN-00;US$;48.76;10.5;0;53.88;Stock Bajo
0413074;Gabinetes y fuentes /Gabinetes sin Fuente;Gabinete TT S100 Mid-Tower TG Fan x1 White (5091);THERMALTAKE;CA-1Q9-00S6WN-00;US$;41.92;10.5;0;46.32;Stock Bajo
0417307;Gamers /Accesorios gamer;Base Cargadora Raptor Dock p/control PS5 Blanca (7084);Raptor;RAP-BASE-CARGA-PS5;US$;16.83;21;0;20.36;
0417306;Gamers /Accesorios gamer;Control Raptor Apex Wireless p/PC/PS3/PS4 (7077);Raptor;RAP-CONTROL-WIRELESS-PC-PS;US$;17.01;21;0;20.58;
0417199;Gamers /Accesorios gamer;Control Razer Wolverine V3 Tournament Edition Black (1467);Razer;RZ06-05210100-R3U1;US$;90.59;21;0;109.61;Stock Bajo
0417305;Gamers /Accesorios gamer;Pasta Termica Raptor Ice Conductividad Termica 8.3W/m-K (7091);Raptor;RAP-PASTA-TERMICA-8.3W;US$;3.76;21;0;4.55;
0414021;Gamers /Accesorios gamer;Game Pad Logitech F310 Cableado PC 940-000110;Logitech;940-000110;US$;16.9;10.5;0;18.67;
0411826;Gamers /Accesorios gamer;Game Pad Logitech F710 Wireless 940-000117 (8859);Logitech;940-000117;US$;28.64;10.5;0;31.65;
0407611;Gamers /Accesorios gamer;Palanca Logitech p/ Volante G29/G920/G923 Driving Force 941-000119;Logitech;941-000119;US$;55.38;21;0;67.01;
0407612;Gamers /Accesorios gamer;Volante Logitech G29 Racing PS/PC 941-000111 220V 941-000111;Logitech;941-000111;US$;294.2;21;0;355.98;
0417412;Gamers /Auriculares;Auricular c/mic Wir Logitech G Astro A50 Black PS/XBOX/PC/MAC 939-002217;Logitech;939-002217;US$;308.36;21;0;373.12;Stock Bajo
0416831;Gamers /Auriculares;Auricular c/mic Wir Logitech G Astro A50X Black PS/XBOX/PC/MAC 939-002126;Logitech;939-002126;US$;391.13;21;0;473.27;Stock Bajo
0416767;Gamers /Auriculares;Auricular c/mic Wir Logitech G Astro A50X White PS/XBOX/PC/MAC 939-002132;Logitech;939-002132;US$;391.13;21;0;473.27;Stock Bajo
0414547;Gamers /Auriculares;Auricular Corsair VOID RGB Elite Wireless 7.1 Surround Blanco (9889);Corsair;CA-9011202-NA;US$;91.49;21;0;110.7;
0416855;Gamers /Auriculares;Auricular HyperX Cloud III Black (8220);HyperX Perifericos;727A8AA;US$;80.65;21;0;97.59;
0416854;Gamers /Auriculares;Auricular HyperX Cloud III Black/Red (8237);HyperX Perifericos;727A9AA;US$;80.87;21;0;97.85;
0416857;Gamers /Auriculares;Auricular HyperX Cloud III Wireless Black (1727);HyperX Perifericos;77Z45AA;US$;138.53;21;0;167.62;Stock Bajo
0416856;Gamers /Auriculares;Auricular HyperX Cloud III Wireless Black/Red (1734);HyperX Perifericos;77Z46AA;US$;139.11;21;0;168.32;Stock Bajo
0416853;Gamers /Auriculares;Auricular HyperX Cloud Stinger 2 PS5 White (5989);HyperX Perifericos;75X29AA;US$;50.38;21;0;60.96;
0415502;Gamers /Auriculares;Auricular HyperX Cloud Stinger Core 2 PS5 White (0362);HyperX Perifericos;6H9B5AA;US$;45.33;21;0;54.85;
0416242;Gamers /Auriculares;AURICULAR JBL QUANTUM 200 GAMING SURROUND NEGRO (9553);JBL;JBLQUANTUM200BLKAM;US$;43.77;21;0;52.96;Stock Bajo
0416880;Gamers /Auriculares;AURICULAR JBL QUANTUM 360 PLAYSTATION BLANCO (0796);JBL;JBLQ360PWLWHTBL UAJM;US$;94.7;21;0;114.59;Stock Bajo
0416442;Gamers /Auriculares;AURICULAR JBL QUANTUM 610 GAMING SURROUND DUALES (WIFI+CABLE) (7877);JBL;JBLQUANTUM610BLKAM;US$;183.61;21;0;222.17;Stock Bajo
0417277;Gamers /Auriculares;AURICULAR JBL T125 BLUETOOTH CORAL (9767);JBL;JBLT128BTCORAM;US$;35.94;21;0;43.49;Stock Bajo
0417300;Gamers /Auriculares;Auricular Raptor Inferno PRO X 7.1 Wireless c/Dongle Negro (7176);Raptor;RAP-AURI-RGB-WIRELESS-DONGLE-7.1;US$;29.35;21;0;35.51;
0417098;Gamers /Auriculares;Auricular Raptor Shadow Core RGB 7.1 cancelacion sonido USB/3.5mm (2184);Raptor;RAP-AURI-RGB-7.1-CR;US$;14.93;21;0;18.07;
0416136;Gamers /Auriculares;Auricular Razer BlackShark V2 HyperSpeed Wireless Ultra-Lightweight Black (9553);Razer;RZ04-04960100-R3U1;US$;142.69;21;0;172.65;Stock Bajo
0416652;Gamers /Auriculares;Auricular Razer BlackShark V2 HyperSpeed Wireless Ultra-Lightweight White Ed. (8211);Razer;RZ04-04960200-R3U1;US$;147.97;21;0;179.04;Stock Bajo
0416656;Gamers /Auriculares;Auricular Razer BlackShark V2 Pro Wireless PlayStation Licensed White (0728);Razer;RZ04-04530600-R3UA;US$;224.87;21;0;272.09;Stock Bajo
0416131;Gamers /Auriculares;Auricular Razer BlackShark V2 X PlayStation Licensed (0643);Razer;RZ04-03241000-R3UA;US$;51.84;21;0;62.73;Stock Bajo
0416928;Gamers /Auriculares;Auricular Razer Hammerhead Wireless Hyperspeed Playstation Licensed (0346);Razer;RZ12-03820300-R3U1;US$;146.9;21;0;177.75;Stock Bajo
0416653;Gamers /Auriculares;Auricular Razer Kraken Kitty V2 USB w/RGB Chroma Kitty Ears Quartz Edition;Razer;RZ04-04730200-R3U1;US$;97.85;21;0;118.4;Stock Bajo
0416835;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G535 Black PC/Consola 939-002218;Logitech;939-002218;US$;106.97;21;0;129.43;Stock Bajo
0415465;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G735 White 981-001082;Logitech;981-001082;US$;231.84;21;0;280.53;Stock Bajo
0416113;Gamers /Auriculares;Auricular Wir c/Microfono Logitech PRO X 2 Black Lightspeed 981-001262;Logitech;981-001262;US$;254.24;21;0;307.63;Stock Bajo
0416236;Gamers /Auriculares;Auricular Wir c/Microfono Logitech PRO X 2 Magenta 981-001274;Logitech;981-001274;US$;254.24;21;0;307.63;Stock Bajo
0416190;Gamers /Auriculares;Auricular Wir c/Microfono Logitech PRO X 2 White 981-001268;Logitech;981-001268;US$;254.24;21;0;307.63;Stock Bajo
0413863;Gamers /Auriculares;Auricular c/Microfono Logitech G335 Mint 981-001023;Logitech;981-001023;US$;45.44;21;0;54.98;Stock Bajo
0411829;Gamers /Auriculares;Auricular c/Microfono Logitech PRO X Gaming 981-000817;Logitech;981-000817;US$;131.46;21;0;159.07;Stock Bajo
0412482;Gamers /Auriculares;Auricular Corsair VOID RGB Elite Wireless 7.1 Surround Carbon (9841);Corsair;CA-9011201-NA;US$;91.49;21;0;110.7;
0413928;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G435 Black 981-001049;Logitech;981-001049;US$;80.21;21;0;97.05;Stock Bajo
0413930;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G435 Blue  981-001061;Logitech;981-001061;US$;78.83;21;0;95.38;Stock Bajo
0413929;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G435 White 981-001073;Logitech;981-001073;US$;80.21;21;0;97.05;Stock Bajo
0413244;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G733 Black RGB 981-000863;Logitech;981-000863;US$;167.46;21;0;202.63;Stock Bajo
0413102;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G733 Blue RGB 981-000942;Logitech;981-000942;US$;165.66;21;0;200.45;Stock Bajo
0413101;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G733 Lila  RGB 981-000889;Logitech;981-000889;US$;164.93;21;0;199.57;Stock Bajo
0413077;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G733 White RGB 981-000882;Logitech;981-000882;US$;168.63;21;0;204.04;Stock Bajo
0411524;Gamers /Auriculares;Auricular Wir c/Microfono Logitech G935 Lightsync 981-000742;Logitech;981-000742;US$;162.3;21;0;196.38;Stock Bajo
0416979;Gamers /Mouse y Mousepads;Mouse Corsair KATAR ELITE Wireless (7552);Corsair;CH-931C111-NA;US$;36.4;10.5;0;40.22;Stock Bajo
0417036;Gamers /Mouse y Mousepads;Mouse Hyperx Pulsefire Haste 2 Wireless White RGB (2547);HyperX Perifericos;6N0A9AA;US$;61.62;10.5;0;68.09;Stock Bajo
0417131;Gamers /Mouse y Mousepads;Mouse Logitech G Pro 2 Lightspeed White 910-007301;Logitech;910-007301;US$;84.25;10.5;0;93.1;
0416031;Gamers /Mouse y Mousepads;Mouse Logitech G Pro X Superlight 2 Black 910-006629;Logitech;910-006629;US$;107.43;10.5;0;118.71;
0416032;Gamers /Mouse y Mousepads;Mouse Logitech G Pro X Superlight 2 White 910-006637;Logitech;910-006637;US$;107.43;10.5;0;118.71;Stock Bajo
0416470;Gamers /Mouse y Mousepads;Mouse Logitech G309 Lightspeed Wireless White 910-007206;Logitech;910-007206;US$;49.33;10.5;0;54.51;Stock Bajo
0416097;Gamers /Mouse y Mousepads;Mouse Logitech G502X Plus Gaming Black 910-006161;Logitech;910-006161;US$;115.08;10.5;0;127.16;Stock Bajo
0415181;Gamers /Mouse y Mousepads;Mouse Logitech G705 Aurora White Gaming Wireless 910-006366;Logitech;910-006366;US$;59.36;10.5;0;65.59;Stock Bajo
0417411;Gamers /Mouse y Mousepads;Mouse Pad + Sistema de Carga Logitech Power Play 2 947-000002;Logitech;947-000002;US$;136.33;21;0;164.96;Stock Bajo
0416389;Gamers /Mouse y Mousepads;Mouse Pad Logitech G240 Gaming 943-000783;Logitech;943-000783;US$;9.82;21;0;11.88;
0416390;Gamers /Mouse y Mousepads;Mouse Pad Logitech G440 Gaming 943-000790;Logitech;943-000790;US$;14.67;21;0;17.75;Stock Bajo
0416391;Gamers /Mouse y Mousepads;Mouse Pad Logitech G640 Gaming 943-000797;Logitech;943-000797;US$;24.44;21;0;29.57;Stock Bajo
0417097;Gamers /Mouse y Mousepads;Mouse Raptor Storm Grip 9 botones 8000dpi retroiluminado (2177);Raptor;RAP-MOU-LED-9BOT;US$;7.1;10.5;0;7.85;
0417304;Gamers /Mouse y Mousepads;Mouse Raptor Storm Grip Wireless 12800dpi (6988);Raptor;RAP-MOU-WIRELESS-LED-12800;US$;11.13;10.5;0;12.3;
0413294;Gamers /Mouse y Mousepads;Mouse Logitech G Pro X Superlight Black 910-005879;Logitech;910-005879;US$;87.54;10.5;0;96.73;Stock Bajo
0413295;Gamers /Mouse y Mousepads;Mouse Logitech G Pro X Superlight White 910-005941;Logitech;910-005941;US$;87.54;10.5;0;96.73;Stock Bajo
0412745;Gamers /Mouse y Mousepads;Mouse Logitech G203 Gaming Lightsync Black 910-005793;Logitech;910-005793;US$;17.49;10.5;0;19.33;
0412989;Gamers /Mouse y Mousepads;Mouse Logitech G203 Gaming Lightsync Blue 910-005795;Logitech;910-005795;US$;16.19;10.5;0;17.89;
0412746;Gamers /Mouse y Mousepads;Mouse Logitech G203 Gaming Lightsync White 910-005794;Logitech;910-005794;US$;15.38;10.5;0;16.99;
0412866;Gamers /Mouse y Mousepads;Mouse Logitech G305 Lightspeed Wireless Blue 910-006013;Logitech;910-006013;US$;25.32;10.5;0;27.98;
0413103;Gamers /Mouse y Mousepads;Mouse Logitech G305 Lightspeed Wireless Lila 910-006021;Logitech;910-006021;US$;25.65;10.5;0;28.34;
0414018;Gamers /Mouse y Mousepads;Mouse Logitech G305 Lightspeed Wireless Mint 910-006377;Logitech;910-006377;US$;25.6;10.5;0;28.29;
0411837;Gamers /Mouse y Mousepads;Mouse Logitech G502 Wireless Gaming LIGHTSPEED 910-005566;Logitech;910-005566;US$;68.32;10.5;0;75.49;Stock Bajo
0410369;Gamers /Mouse y Mousepads;Mouse Logitech G903 Lightspeed Wired/Wireless 910-005671;Logitech;910-005671;US$;73.36;10.5;0;81.06;Stock Bajo
0414107;Gamers /Mouse y Mousepads;Mouse Pad Logitech 200x230mm Black 956-000035;Logitech;956-000035;US$;8.42;21;0;10.19;
0414109;Gamers /Mouse y Mousepads;Mouse Pad Logitech 200x230mm Rose 956-000037;Logitech;956-000037;US$;8.39;21;0;10.15;Stock Bajo
0414110;Gamers /Mouse y Mousepads;Mouse Pad Logitech 300x700mm Deskpad Grey 956-000047;Logitech;956-000047;US$;18.08;21;0;21.88;Stock Bajo
0414111;Gamers /Mouse y Mousepads;Mouse Pad Logitech 300x700mm Deskpad Rose 956-000048;Logitech;956-000048;US$;18.15;21;0;21.96;Stock Bajo
0416188;Gamers /Streaming;Luz Premium Litra Glow Streaming USB 946-000031;Logitech;946-000031;US$;48.38;21;0;58.54;Stock Bajo
0416041;Gamers /Streaming;Microfono Blue/Logitech Snowball Black 988-000510;Logitech;988-000510;US$;45.92;21;0;55.56;Stock Bajo
0416042;Gamers /Streaming;Microfono Blue/Logitech Snowball White 988-000511;Logitech;988-000511;US$;45.92;21;0;55.56;Stock Bajo
0414632;Gamers /Streaming;Microfono HyperX SoloCast p/Steaming PC PS4 HMIS1X-XX-BK/G (9495);HyperX Perifericos;4P5P8AA;US$;55.24;21;0;66.84;
0416139;Gamers /Streaming;Microfono Razer Seiren V3 Chroma RGB USB Black (0458);Razer;RZ19-05060100-R3U1;US$;126.58;21;0;153.16;
0416655;Gamers /Streaming;Microfono Razer Seiren V3 Chroma RGB USB White Edition (0472);Razer;RZ19-05060200-R3U1;US$;136.18;21;0;164.78;Stock Bajo
0416137;Gamers /Streaming;Microfono Razer Seiren V3 Mini Ultra-Compact USB Black (0397);Razer;RZ19-05050100-R3U1;US$;51.74;21;0;62.61;Stock Bajo
0416138;Gamers /Streaming;Microfono Razer Seiren V3 Mini Ultra-Compact USB White (0434);Razer;RZ19-05050300-R3U1;US$;51.74;21;0;62.61;Stock Bajo
0417303;Gamers /Streaming;Web Cam Raptor Vision 4K c/microfono c/tapa (7008);Raptor;RAP-WEBCAM-4K-STREAMING;US$;13.48;21;0;16.31;
0417273;Gamers /Teclados;Teclado Corsair K65 RGB Mini 60% Mecanico Cherry MX Speed White;Corsair;CH-9194114-NA;US$;66.64;10.5;0;73.64;Stock Bajo
0416458;Gamers /Teclados;Teclado Corsair K70 PRO Mini Wireless RGB 60 Mecanico Cherry MX Black PBT;Corsair;CH-9189014-NA;US$;100.63;10.5;0;111.2;
0417272;Gamers /Teclados;Teclado Corsair K70 RGB TKL Champion Series c/teclas PBT Double Shot Pro;Corsair;CH-911901A-NA;US$;84.78;10.5;0;93.68;
0414288;Gamers /Teclados;Teclado Logitech G413 SE Mechanical 920-010433;Logitech;920-010433;US$;63.48;10.5;0;70.15;Stock Bajo
0414287;Gamers /Teclados;Teclado Logitech G413 TKL SE Mechanical  US 920-010442;Logitech;920-010442;US$;59.96;10.5;0;66.26;Stock Bajo
0416466;Gamers /Teclados;Teclado Logitech G515 TKL  Black Mechanical  US 920-012423;Logitech;920-012423;US$;110.55;10.5;0;122.16;Stock Bajo
0417133;Gamers /Teclados;Teclado Logitech G515 TKL Black Mechanical US 920-012868;Logitech;920-012868;US$;84.68;10.5;0;93.57;Stock Bajo
0417205;Gamers /Teclados;Teclado Logitech G515 TKL White  Mechanical US 920-012869;Logitech;920-012869;US$;84.68;10.5;0;93.57;Stock Bajo
0416467;Gamers /Teclados;Teclado Logitech G515 TKL White Mechanical  US 920-012535;Logitech;920-012535;US$;110.55;10.5;0;122.16;Stock Bajo
0415934;Gamers /Teclados;Teclado Logitech G713 Aurora White Linear  RGB 920-010670 (1511);Logitech;920-010670;US$;129.12;10.5;0;142.68;Stock Bajo
0415179;Gamers /Teclados;Teclado Logitech G713 Aurora White Mech RGB 920-010413;Logitech;920-010413;US$;129.12;10.5;0;142.68;Stock Bajo
0416946;Gamers /Teclados;Teclado Logitech G915 X Mechanical RGB Wifi 920-012670;Logitech;920-012670;US$;170.77;10.5;0;188.7;Stock Bajo
0416947;Gamers /Teclados;Teclado Logitech G915 X TKL Black Mech  RGB Wifi 920-012715;Logitech;920-012715;US$;155.46;10.5;0;171.78;Stock Bajo
0416948;Gamers /Teclados;Teclado Logitech G915 X TKL White Mech RGB Wifi 920-012732;Logitech;920-012732;US$;155.46;10.5;0;171.78;Stock Bajo
0416100;Gamers /Teclados;Teclado Logitech PRO X 60 White Lightspeed 920-011921;Logitech;920-011921;US$;152.89;10.5;0;168.94;Stock Bajo
0416049;Gamers /Teclados;Teclado Logitech PRO X TKL Black Lightspeed 920-012127;Logitech;920-012127;US$;161.7;10.5;0;178.68;Stock Bajo
0416039;Gamers /Teclados;Teclado Logitech PRO X TKL Magenta Lightspeed 920-012154;Logitech;920-012154;US$;162.3;10.5;0;179.34;Stock Bajo
0417138;Gamers /Teclados;Teclado Logitech PRO X TKL Rapid Black 920-013131;Logitech;920-013131;US$;132.82;10.5;0;146.77;Stock Bajo
0417095;Gamers /Teclados;Teclado Raptor Fireclaw M1 Membrana Rainbow 7 colores (2153);Raptor;RAP-TEC-MEMB-104-CN;US$;6.94;10.5;0;7.67;
0417093;Gamers /Teclados;Teclado Raptor Fireclaw M104 Mecanico Retroiluminado Switch Red Outemu (2139);Raptor;RAP-TEC-MEC-104-CN;US$;18.19;10.5;0;20.1;
